Tail Turning on X_axis,Tail twisting on Y-axis,Tail-Main Distance,AOA of Main Wing,C_Fx,C_Fy,C_Fz,C_Tx,C_Ty,C_Tz,,,,,,,,,,,,
0,60,5,0,0.029171399,-0.137096019,0.207284233,-0.188992281,0.001154128,-8.92072E-05,,,0,60,5,-10,0.024364892,-0.178584457,-0.104597733,-0.129698981,0.002341748,0.000137895
0,60,5,-10,0.024517075,-0.178747766,-0.103306305,-0.129653449,0.001869609,0.00021606,,,0,60,5,0,0.029690989,-0.136163373,0.212952203,-0.188923138,0.001054918,-0.000166119
0,60,5,-10,0.025494411,-0.178972316,-0.105889721,-0.130235551,0.002554792,0.00010795,,,0,60,5,0,0.029484227,-0.137002425,0.210547591,-0.189484293,0.001148287,-0.000114746
0,60,5,-10,0.024364892,-0.178584457,-0.104597733,-0.129698981,0.002341748,0.000137895,,,0,60,5,0,0.029171399,-0.137096019,0.207284233,-0.188992281,0.001154128,-8.92072E-05
0,60,5,10,0.058326491,-0.258917693,0.379243078,-0.329069028,-0.013559387,-0.000549067,,,0,60,5,10,0.058326491,-0.258917693,0.379243078,-0.329069028,-0.013559387,-0.000549067
0,60,5,10,0.058331633,-0.256857285,0.377577835,-0.328005782,-0.012727842,-0.000485785,,,0,60,5,10,0.058331633,-0.256857285,0.377577835,-0.328005782,-0.012727842,-0.000485785
0,60,5,10,0.058306671,-0.257717181,0.377660638,-0.327889769,-0.013611008,-0.000590021,,,0,60,5,10,0.058306671,-0.257717181,0.377660638,-0.327889769,-0.013611008,-0.000590021
0,60,10,0,0.032481283,-0.138532573,0.203226901,-0.22600997,-0.000160139,0.000207914,,,0,60,10,-10,0.027898684,-0.183083827,-0.113902653,-0.168579104,0.000912456,0.001033963
0,60,10,0,0.031624566,-0.138928189,0.200493854,-0.225675672,5.30051E-05,0.000225876,,,0,60,10,-10,0.028160585,-0.184170993,-0.11731414,-0.169541518,0.001573332,0.000938006
0,60,10,0,0.031389207,-0.139236675,0.199186522,-0.225222175,-0.000441482,0.000270662,,,0,60,10,-10,0.028366583,-0.184395364,-0.117851507,-0.169877017,0.001270363,0.001011345
0,60,10,-10,0.027898684,-0.183083827,-0.113902653,-0.168579104,0.000912456,0.001033963,,,0,60,10,0,0.032481283,-0.138532573,0.203226901,-0.22600997,-0.000160139,0.000207914
0,60,10,-10,0.028160585,-0.184170993,-0.11731414,-0.169541518,0.001573332,0.000938006,,,0,60,10,0,0.031624566,-0.138928189,0.200493854,-0.225675672,5.30051E-05,0.000225876
0,60,10,-10,0.028366583,-0.184395364,-0.117851507,-0.169877017,0.001270363,0.001011345,,,0,60,10,0,0.031389207,-0.139236675,0.199186522,-0.225222175,-0.000441482,0.000270662
0,60,10,10,0.06470217,-0.241098451,0.379038413,-0.356909645,-0.015154185,-0.001610802,,,0,60,10,10,0.06470217,-0.241098451,0.379038413,-0.356909645,-0.015154185,-0.001610802
0,60,10,10,0.06318734,-0.24062986,0.376551106,-0.356367816,-0.014821939,-0.001505888,,,0,60,10,10,0.06318734,-0.24062986,0.376551106,-0.356367816,-0.014821939,-0.001505888
0,60,10,10,0.064087864,-0.240808723,0.377518644,-0.356735902,-0.014778408,-0.001508839,,,0,60,10,10,0.064087864,-0.240808723,0.377518644,-0.356735902,-0.014778408,-0.001508839
0,60,15,0,0.037712915,-0.13749713,0.2021609,-0.257776659,-0.001755773,-2.63243E-05,,,0,60,15,-10,0.031913635,-0.185455538,-0.123231099,-0.203766758,0.000292015,0.001288501
0,60,15,0,0.037243058,-0.137057387,0.201394852,-0.257961449,-0.001767774,1.71732E-05,,,0,60,15,-10,0.031742595,-0.185749856,-0.123534003,-0.203513625,0.000145097,0.001328351
0,60,15,0,0.037191933,-0.137093511,0.200804885,-0.258087078,-0.001673008,-1.39901E-05,,,0,60,15,-10,0.032136095,-0.184898132,-0.122639976,-0.202746517,-0.000247267,0.001382205
0,60,15,-10,0.031913635,-0.185455538,-0.123231099,-0.203766758,0.000292015,0.001288501,,,0,60,15,0,0.037712915,-0.13749713,0.2021609,-0.257776659,-0.001755773,-2.63243E-05
0,60,15,-10,0.031742595,-0.185749856,-0.123534003,-0.203513625,0.000145097,0.001328351,,,0,60,15,0,0.037243058,-0.137057387,0.201394852,-0.257961449,-0.001767774,1.71732E-05
0,60,15,-10,0.032136095,-0.184898132,-0.122639976,-0.202746517,-0.000247267,0.001382205,,,0,60,15,0,0.037191933,-0.137093511,0.200804885,-0.258087078,-0.001673008,-1.39901E-05
0,60,15,10,0.068702465,-0.239161195,0.363554142,-0.387648018,-0.016353126,-0.00234026,,,0,60,15,10,0.068702465,-0.239161195,0.363554142,-0.387648018,-0.016353126,-0.00234026
0,60,15,10,0.067991398,-0.240671884,0.363047915,-0.388142035,-0.016450263,-0.002327926,,,0,60,15,10,0.067991398,-0.240671884,0.363047915,-0.388142035,-0.016450263,-0.002327926
0,60,15,10,0.068496119,-0.24141402,0.363668218,-0.388853052,-0.016386974,-0.002302058,,,0,60,15,10,0.068496119,-0.24141402,0.363668218,-0.388853052,-0.016386974,-0.002302058
0,60,20,0,0.041802147,-0.142738096,0.191056913,-0.297342421,-0.003645651,0.000149877,,,0,60,20,-10,0.040045625,-0.191496345,-0.131297004,-0.239892102,-0.001660146,0.001622108
0,60,20,0,0.04233492,-0.143210507,0.189241822,-0.296949612,-0.003740456,0.000158748,,,0,60,20,-10,0.039790222,-0.191078991,-0.133622861,-0.240189948,-0.001231625,0.001567843
0,60,20,0,0.043498202,-0.143356219,0.191947451,-0.297345616,-0.003494174,6.1155E-05,,,0,60,20,-10,0.039567864,-0.189707963,-0.132187996,-0.239011676,-0.001842686,0.001613226
0,60,20,-10,0.040045625,-0.191496345,-0.131297004,-0.239892102,-0.001660146,0.001622108,,,0,60,20,0,0.041802147,-0.142738096,0.191056913,-0.297342421,-0.003645651,0.000149877
0,60,20,-10,0.039790222,-0.191078991,-0.133622861,-0.240189948,-0.001231625,0.001567843,,,0,60,20,0,0.04233492,-0.143210507,0.189241822,-0.296949612,-0.003740456,0.000158748
0,60,20,-10,0.039567864,-0.189707963,-0.132187996,-0.239011676,-0.001842686,0.001613226,,,0,60,20,0,0.043498202,-0.143356219,0.191947451,-0.297345616,-0.003494174,6.1155E-05
0,60,20,10,0.072054186,-0.240457641,0.362569555,-0.420584551,-0.017369096,-0.003266807,,,0,60,20,10,0.072054186,-0.240457641,0.362569555,-0.420584551,-0.017369096,-0.003266807
0,60,20,10,0.071610606,-0.241414637,0.362487611,-0.420423029,-0.017706133,-0.003273644,,,0,60,20,10,0.071610606,-0.241414637,0.362487611,-0.420423029,-0.017706133,-0.003273644
0,60,20,10,0.072269347,-0.241518662,0.360281343,-0.420183125,-0.017645523,-0.003244966,,,0,60,20,10,0.072269347,-0.241518662,0.360281343,-0.420183125,-0.017645523,-0.003244966
